0,150,1000,0,1000,0,0,0,0,-806.15,975.34
1,148.12,1001.5,1.1783,1001.4,-3.6514,3.108,2.3211,2.8822,-475.1,1179.7
2,142.92,1006.3,4.5191,1005.8,-6.6577,6.3914,4.2773,5.8827,-376.55,1216.2
3,134.88,1014.3,9.542,1013.1,-9.5728,9.5521,5.6662,8.6324,-421.8,1203.5
4,123.14,1025,15.647,1022.9,-14.124,11.812,6.4444,10.955,-572.02,1126.2
5,106.28,1037.6,22.251,1034.9,-19.792,13.07,6.6856,12.856,-687.2,1059.3
6,83.563,1050.9,28.867,1048.4,-25.567,13.427,6.4797,14.142,-609.48,986.35
7,55.76,1063.7,36.958,1062.5,-28.575,11.865,9.9507,13.804,716.17,776.47
8,30.418,1075.5,48.369,1075.9,-21.199,12.169,12.924,12.884,820.71,972.11
9,13.45,1087.9,63.031,1087.8,-12.712,12.384,16.542,10.675,923,868.62
10,4.2648,1100.8,77.602,1098.9,-5.7091,13.574,12.828,11.471,833.65,956.6
11,1.9683,1114.9,89.214,1110.8,1.1369,14.421,10.607,12.335,828.81,950.38
12,6.5706,1129.4,99.142,1123.5,8.0857,14.451,9.3784,13.065,848.87,933.79
13,18.159,1143.5,108.19,1136.8,15.071,13.684,8.8086,13.596,860.38,936.46
14,36.501,1156.6,116.92,1150.6,21.46,12.486,8.7192,13.932,765.41,987.09
15,60.754,1168.5,125.75,1164.6,26.62,11.399,8.9851,14.102,592.9,1090.3
16,89.006,1179.7,134.8,1178.7,29.351,11.04,8.1395,13.91,219.91,1210.7
17,116.05,1190.5,140.24,1192.4,22.935,10.31,2.8578,13.399,-719.1,1049.2
18,134.86,1200.3,140.55,1205.4,14.781,9.1541,-2.3097,12.627,-702.01,1060.1
19,145.59,1208.7,135.3,1217.2,6.4858,7.5003,-8.4579,10.456,-799.21,988.27
20,147.01,1213.5,123.03,1224,-2.9238,0.30001,-14.393,1.5161,-1244.1,219.06
21,143.81,1214.3,111.65,1226.8,-2.9336,1.3145,-8.1202,4.0117,59.326,1270.9
22,142.25,1215.8,108.13,1230.7,-0.73953,1.8347,2.1299,2.4809,603.66,1123.4
23,141.51,1218,116.09,1230.6,-0.73094,2.5729,13.189,-2.6189,239.54,1161.1
24,141.23,1220.5,132.94,1225.3,0.8735,1.0862,19.605,-8.8157,1252.3,62.991
25,143.73,1219.3,150.76,1216.6,4.3568,-1.8765,16.201,-6.8747,1106.6,574.39
26,149.48,1217.5,165.77,1211.9,6.9226,-1.2006,13.794,-2.1527,154.98,1265.8
27,156.76,1217.4,177.71,1212,7.1768,1.0811,9.705,2.2195,-71.745,1265.5
28,164.76,1219.7,184.43,1215.9,10.213,3.3708,3.6788,5.3109,471.58,1179.8
29,177.5,1223.9,185.29,1222.4,14.613,4.8729,-1.8081,7.6775,976.05,796.21
30,190.37,1229.5,180.85,1230.8,9.9623,6.7034,-7.3978,8.5724,-693.92,1068.1
31,196.37,1236.7,169.55,1238.2,1.3884,6.7696,-15.636,4.9704,-1016.2,751.91
32,193.26,1238.7,151.72,1236.5,-5.6942,-1.9233,-17.235,-5.4858,-1217.1,-263.98
33,186.03,1236.8,135.44,1232.3,-8.4485,-1.2297,-15.05,-2.5982,-495.68,1173.4
34,177.21,1237.9,122.42,1232.3,-9.24,3.3329,-11.34,2.5193,-114.12,1268.3
35,167.55,1243.4,112.33,1237.1,-10.056,7.8005,-8.9604,6.99,-123.46,1269.3
36,156.29,1253.2,104.33,1246,-13.629,11.138,-7.1084,10.473,-600.8,1112.2
37,138.89,1264,99.281,1257.2,-21.58,9.8161,-2.1587,11.733,-771.91,690.13
38,114.48,1272.8,99.072,1269.5,-25.551,7.9595,1.325,12.813,748.47,867.55
39,91.852,1281.2,101.68,1282.6,-18.635,9.355,4.136,13.046,669.61,1081.1
40,77.752,1291.3,108.08,1294.9,-9.2374,10.485,9.113,11.106,884.08,916.76
41,74.283,1300.6,120.8,1302.9,2.7514,6.5187,16.423,2.914,1221.8,304.53
42,80.624,1304.5,136.63,1302.4,9.0231,4.7022,13.897,0.63345,1145.8,458.71
43,93.222,1310.1,149.07,1304.7,16.482,6.2534,11.233,3.8211,783.42,988.66
44,113.76,1316.4,159.23,1309.8,24.759,5.7619,8.2032,6.2189,895.71,821.1
45,142.14,1321.3,165.09,1317.1,31.157,4.1828,3.9007,8.3147,-74.098,918.19
46,171.83,1325.5,167.41,1326.3,26.528,4.7248,0.71672,9.9165,-603.16,1123.7
47,194.67,1330.8,166.32,1336.6,19.164,5.843,-3.0327,10.592,-625.85,1111.2
48,210.1,1336.9,161.02,1347.1,11.6,6.2515,-7.7507,10.053,-686.27,1072.7
49,218.58,1343.6,154.6,1357.2,5.4081,6.9729,-5.2322,10.156,-512.33,1161.2
50,221.08,1350.8,150.32,1367.3,-0.30513,7.5473,-3.4118,10.168,-444.27,1192.3
51,218.41,1358.8,147.61,1377.6,-4.6758,8.4951,-2.0761,10.428,-314.07,1226.4
52,212.34,1368.1,146.06,1388.4,-7.2008,10.14,-1.0892,11.141,-187.1,1254.7
53,204.47,1379.2,145.34,1400,-8.3748,12.245,-0.37698,12.108,-123.78,1259.6
54,195.82,1392.6,145.22,1412.6,-8.8544,14.633,0.10522,13.192,-136.37,1268
55,186.66,1408.4,146.84,1425.5,-9.7802,16.858,5.4957,11.155,-221.6,1197.7
56,176.52,1425.8,156.64,1434.6,-10.12,17.529,13.663,7.1004,550.12,722.02
57,170.04,1441.1,173.39,1439.4,-0.54969,11.337,19.632,1.808,1249.3,186.2
58,173.94,1444.5,193.52,1434.8,5.7615,-2.9473,18.176,-8.9795,1062.9,-689.27
59,181.54,1441.6,210.64,1428.3,9.1321,-2.6255,16.001,-4.4099,278.32,1236.3
60,191.65,1440.3,225.48,1426.5,10.676,-0.098318,13.397,0.6015,96.096,1266.7
61,204.44,1440.9,237.12,1429.1,15.689,1.1528,9.9466,4.4049,483.32,1168.2
62,223.11,1442.5,245.55,1435.1,21.458,1.8759,6.9682,7.3349,404.13,1154.4
63,245.62,1445,251.09,1443.5,21.15,3.4926,4.0097,9.4912,-470.94,1183.1
64,263.79,1449.6,253.12,1453.7,15.123,5.5321,-0.23293,10.669,-537.64,1154.1
65,275.52,1455.9,249.87,1464.3,8.0289,7.014,-6.7564,10.013,-704.61,1056.5
66,278.73,1462.4,238.52,1471.7,-2.468,4.1707,-16.124,2.5035,-1136.1,542.21
67,272.89,1462,222.69,1469.3,-8.0356,-1.1885,-14.489,-2.279,-1084.7,565.22
68,264,1462.2,210.48,1469.1,-9.7353,1.5246,-10.285,1.7183,-22.325,1273.7
69,253.57,1464.9,201.65,1472.6,-11.019,3.8429,-7.5151,5.2416,25.966,1268.9
70,242.4,1469.6,195.54,1479.3,-10.561,5.5252,-3.8126,7.9719,201.82,1256.4
71,233.58,1475.7,195.06,1487.8,-6.4251,6.3842,3.1461,8.539,548.04,1146.4
72,230.08,1482.1,202.74,1494.6,-2.204,7.1749,12.353,3.9522,604.08,1095.2
73,228.15,1490,218.82,1495.2,-0.96242,7.7908,19.138,-2.7569,1262.2,50.784
74,230.43,1491.8,238.06,1487,4.7545,-3.1578,17.001,-11.47,1010.3,-708.87
75,237.57,1485.9,253,1475,7.6072,-9.6494,11.368,-14.763,946.98,-704.44
76,242.94,1470.2,258.34,1456.4,4.4678,-24.206,-1.6356,-21.473,-179.22,-1149.1
77,246.88,1438.4,250.86,1433.7,2.123,-36.112,-12.282,-23.146,-532.38,1158.9
78,246.82,1404.7,235.54,1411.2,-2.2045,-31.459,-17.688,-21.72,-454.85,1191.4
79,242.55,1375.2,216.5,1390.6,-6.3097,-27.842,-20.034,-19.275,-377.13,1218.3
80,234.3,1348.8,196,1372.7,-10.128,-25.058,-20.765,-16.552,-300.89,1239.3
81,223.13,1325.1,177.38,1358.7,-11.39,-22.227,-14.383,-10.459,7.264,1275.3
82,211.84,1304.4,166.07,1350.9,-11.112,-19.036,-8.8766,-5.626,79.027,1272.8
83,201.07,1287.1,158.79,1347,-10.352,-15.551,-5.9515,-2.2223,67.158,1273.5
84,191.26,1273.4,153.73,1346.3,-9.2168,-11.75,-4.3404,0.73591,55.123,1274.1
85,182.72,1263.7,149.85,1348.4,-7.8282,-7.5967,-3.526,3.5398,35.907,1274.8
86,175.58,1258.3,146.64,1353.2,-6.5772,-3.3623,-2.8195,5.9699,31.415,1274.9
87,169.4,1256.9,144.33,1360.2,-5.8393,0.68299,-1.7653,7.7967,53.442,1274.2
88,163.8,1259.6,143.19,1368.6,-5.4002,4.5598,-0.46762,9.0449,86.631,1272.4
89,158.54,1266,143.44,1378.1,-5.1341,8.2306,0.98559,9.8008,131.27,1266.2
90,153.54,1275.9,145.2,1388.1,-4.8447,11.584,2.5342,10.162,198.73,1256.7
91,149.04,1289,148.38,1398.5,-4.0594,14.529,3.6975,10.589,240.88,1249
92,145.63,1304.9,152.34,1409.4,-2.6834,17.099,4.1123,11.381,230.9,1254.2
93,143.76,1323.1,156.4,1421.3,-1.0323,19.317,3.9197,12.424,189.91,1259.4
94,143.57,1343.4,160.03,1434.3,0.61261,21.226,3.2572,13.619,122.57,1260.1
95,144.91,1365.5,162.8,1448.6,2.025,22.842,2.2506,14.877,37.004,1264.5
96,147.5,1389.1,164.64,1463.9,3.1087,24.393,1.5689,15.78,3.284,1269.5
97,151.12,1414.3,166.2,1480,4.1499,26.103,1.6605,16.167,56.514,1267.6
98,155.81,1441.3,168.15,1496.2,5.2429,27.929,2.3334,16.257,109.71,1252.5
99,159.92,1468.8,169.19,1511.1,-0.27857,24.975,-3.6593,10.79,-473.72,1130.4
100,155.02,1492.5,160.1,1515.9,-8.6011,22.698,-13.772,-1.5232,-717.44,999.06
101,144.21,1510.9,143.63,1508,-12.621,10.124,-17.829,-14.238,-561.75,-1090.5
102,133.48,1511,128.98,1487.6,-6.3401,-7.9012,-8.6723,-25.067,783,-997.72
103,131.87,1499.7,126.77,1462.6,0.63909,-14.199,1.1587,-23.893,861.46,-863.64
104,135.86,1480.4,131.88,1440.2,8.2997,-26.776,10.116,-20.63,834.34,-752.12
105,147.29,1446,145.67,1421.3,14.173,-41.151,16.816,-17.269,826.12,-440.1
106,163.18,1402.9,164.53,1405.4,16.14,-41.116,20.546,-14.643,147.48,1266.7
107,179.03,1364.7,186.23,1391.8,15.592,-35.469,22.64,-12.5,169.57,1264
108,194.42,1331.7,209.5,1380.2,15.096,-30.431,23.482,-10.501,181.01,1262.4
109,208.53,1303.5,230.02,1373.2,13.23,-26.003,18.448,-4.1119,15.968,1275.2
110,221,1279.5,247.44,1371.2,11.755,-22.024,16.691,-0.19205,80.666,1272.7
111,232.13,1259.4,263.64,1372.5,10.571,-18.236,15.701,2.654,105.55,1270.9
112,242.26,1243.1,278.81,1376.3,9.7493,-14.416,14.609,4.9396,107.39,1270.8
113,251.72,1230.6,292.81,1382.3,9.199,-10.498,13.367,6.85,101.83,1271.2
114,260.7,1222.1,305.49,1390,8.8013,-6.4172,11.966,8.5056,90.497,1272.1
115,269.36,1217.8,316.69,1399.2,8.5174,-2.1213,10.407,9.9829,73.34,1273.2
116,277.84,1217.9,326.44,1409.8,8.527,2.2649,9.2429,11.002,67.062,1273.5
117,286.34,1222.3,335.43,1421,8.4804,6.5777,8.8664,11.355,40.158,1271.3
118,294.98,1231.1,344.37,1432.3,8.8972,10.803,9.0845,11.203,69.685,1273.4
119,304.31,1243.9,353.76,1443.3,9.8526,14.801,9.7601,10.671,92.601,1269.5
120,314.83,1260.6,364,1453.6,11.282,18.504,10.78,9.841,152.08,1264.4
121,327.14,1280.7,375.33,1462.9,13.38,21.59,11.836,8.9482,177.05,1252.3
122,341.61,1303.5,387.61,1471.5,15.557,23.85,12.715,8.1665,182.33,1247.6
123,358.21,1328.1,400.71,1479.3,17.615,25.21,13.458,7.4695,181.84,1256.4
124,376.83,1353.8,414.5,1486.4,19.577,26.028,14.099,6.8388,154.32,1239.9
125,397.19,1379.8,428.88,1493,21.093,25.979,14.664,6.2612,109.74,1267.4
126,418.71,1405.9,443.78,1499,21.845,26.091,15.097,5.8171,55.323,1247.9
127,440.69,1432.1,459.03,1504.7,21.998,26.473,15.374,5.5574,6.7678,1237.8
128,462.54,1458.9,474.49,1510.2,21.652,27.161,15.539,5.4418,-23.52,1227.7
129,486.69,1483.9,491.9,1507.8,26.357,21.389,18.964,-11.578,354.89,-363.67
130,512,1497.7,510.19,1489.2,22.632,4.4178,16.364,-24.66,-442.72,-1154.8
131,529.73,1494.1,522.14,1460.7,12.088,-10.149,6.5108,-30.888,-1103.3,-549.81
132,535.8,1480.6,522.68,1430.5,1.4801,-16.406,-2.6991,-26.697,-1109.3,601.83
133,535.51,1455.4,522.97,1409.7,-0.14037,-33.427,4.1188,-18.175,-146.12,-1231.4
134,538.64,1414.9,532.45,1390.4,5.9274,-46.435,13.94,-19.636,1051.9,-118.38
135,546.19,1368.9,549.29,1371.3,8.0867,-42.667,19.122,-18.421,294.66,1240.8
136,554.59,1329.6,569.82,1353.8,8.7835,-36.12,21.646,-16.539,296.41,1240.4
137,563.87,1296.4,592.16,1338.3,9.798,-30.512,22.651,-14.047,288.92,1242.1
138,573.69,1268.1,612.86,1328.4,9.8954,-25.782,19.425,-6.4725,142.27,1267.3
139,583.81,1244.6,631.74,1324.5,10.411,-21.219,18.525,-1.5064,179.32,1262.6
140,594.59,1225.5,650.11,1325,11.17,-17.079,18.244,2.2906,186.31,1261.6
141,606.25,1210.3,668.25,1328.7,12.205,-13.304,18.045,4.8163,181.17,1262.4
142,619.12,1198.8,686.2,1334.2,13.572,-9.8655,17.854,5.9771,170.11,1263.9
143,633.48,1190.5,703.98,1340.3,15.206,-6.7049,17.731,6.2069,154.42,1265.9
144,649.58,1185.3,721.69,1346.4,17.009,-3.7889,17.704,5.8116,134.47,1268.2
145,667.56,1182.8,739.42,1351.8,18.953,-1.1069,17.764,4.9687,108.71,1270.7
146,687.31,1183,757.27,1356.3,20.398,1.3164,17.964,4.0521,90.059,1272.1
147,708.15,1185.4,775.38,1359.9,21.14,3.4453,18.273,3.2505,82.656,1272.6
148,729.34,1189.8,793.83,1362.8,21.165,5.294,18.611,2.5276,90.94,1266.1
149,750.34,1195.9,812.6,1365,20.786,6.8064,18.945,1.8643,123.22,1269.3
150,770.83,1203.3,831.71,1366.6,20.15,8.01,19.264,1.2476,162.79,1261
151,790.81,1211.8,851.08,1367.6,19.974,8.9235,19.442,0.73414,186.77,1252.3
152,810.95,1221.1,870.54,1368.1,20.369,9.7658,19.446,0.35357,198.6,1256.8
153,831.73,1231.2,889.95,1368.3,21.295,10.445,19.374,0.060208,191.39,1252.5
154,853.64,1242,909.27,1368.2,22.576,11.005,19.266,-0.17715,175.68,1261.7
155,876.95,1253.2,928.48,1367.9,24.031,11.475,19.141,-0.38189,136.03,1255.3
156,901.61,1265,947.57,1367.5,25.15,12.019,19.056,-0.47795,106.35,1270.9
157,926.99,1277.2,966.61,1367,25.553,12.499,19.018,-0.42703,76.838,1249.1
158,952.56,1290.1,985.61,1366.7,25.526,13.227,18.998,-0.27083,72.839,1249.6
159,977.93,1303.7,1004.6,1366.5,25.202,13.987,18.981,-0.037784,93.731,1266.6
160,1002.9,1318,1023.6,1366.6,24.772,14.641,18.959,0.25133,109.28,1222
161,1029.4,1331.5,1041.9,1360.1,28.387,11.658,17.092,-15.347,397.46,493.51
162,1056.4,1337.9,1056.7,1338.4,23.224,-1.3159,11.823,-26.794,-848,-888.29
163,1073.6,1329.7,1063.8,1309.1,11.188,-13.442,1.6923,-30.415,-1247.9,-71.737
164,1079.6,1313.8,1060.2,1280,1.2671,-17.548,-8.2672,-27.001,-1027.6,725.61
165,1077.3,1295.7,1048.6,1255.9,-5.2084,-18.202,-14.391,-21.073,-725.59,1044.8
166,1069,1273.8,1037.4,1238.6,-10.692,-23.44,-11.636,-15.191,-14.121,1272
167,1057.1,1251.4,1022.8,1224.7,-12.99,-21.266,-17.121,-12.558,-398.17,1208.8
168,1043.2,1231.3,1004,1213.4,-14.677,-18.912,-20.061,-9.9286,-330.94,1231.6
169,1027.8,1213.6,983.18,1204.7,-16.21,-16.524,-21.386,-7.6469,-285.8,1240.5
170,1010.9,1198.3,961.55,1198,-17.538,-14.104,-21.75,-5.781,-258.16,1248.9
171,994.94,1185.2,945.01,1192.8,-13.864,-11.977,-10.663,-4.8372,357.14,1220.4
172,980.83,1174.4,933.94,1188.2,-15.437,-9.4021,-13.606,-4.2611,-318.17,1227.8
173,964.5,1166.7,919.01,1184.8,-16.932,-5.9755,-15.616,-2.2967,-235.92,1248
174,947.47,1162.6,903.71,1183.7,-16.871,-1.9776,-14.572,0.031486,-71.343,1273.3
175,931.24,1162.8,890.61,1184.8,-15.241,2.3612,-11.258,2.1452,142.04,1261.4
176,918.05,1167.2,881.99,1187.7,-10.761,6.1579,-5.5297,3.3369,383.85,1216.2
177,908.73,1175.2,880.61,1190.7,-8.5272,9.7308,3.2054,2.2656,-61.621,1256.9
178,900.12,1185.8,888.46,1191.7,-8.0465,10.629,12.113,-0.3645,-373.96,995.27
179,896.69,1193.5,904.11,1189.2,2.6368,2.5676,18.783,-6.8447,1255.8,18.525
180,901.63,1190.2,920.48,1177.8,7.6237,-6.3855,14.965,-12.462,1064.2,-645.99
181,909.39,1179.3,931.9,1162.2,6.8012,-18.709,5.0466,-19.754,359.1,-1053.3
182,917.36,1151.3,930.31,1140.1,9.4978,-36.424,-7.263,-23.698,-735.6,-348.27
183,924.88,1112.9,919.14,1116.2,4.8579,-36.723,-14.339,-23.351,-526.07,1161.7
184,927.14,1078.7,902.74,1094,-0.30407,-31.829,-18.073,-20.883,-458.21,1190.1
185,924.36,1049.1,883.58,1074.8,-5.1985,-27.363,-20.027,-17.456,-393.53,1213.1
186,918.83,1024,870.23,1061.1,-5.3343,-22.956,-6.2887,-10.471,193.56,1260.5
187,914.05,1002.9,869.49,1052.6,-4.0164,-19.302,4.4693,-6.6679,303.17,1238.7
188,911.14,985.11,878.51,1047.6,-1.7224,-16.415,13.088,-3.4466,376.24,1218.5
189,910.68,969.91,894.57,1045.6,0.81174,-14.059,18.489,-0.69958,378.51,1217.8
190,912.74,956.87,914.57,1045.9,3.2937,-12.084,21.169,1.2145,355.98,1224.6
191,917.19,945.76,936.33,1047.8,5.5501,-10.074,22.116,2.3667,331.17,1231.6
192,923.74,936.85,958.5,1050.5,7.5114,-7.6722,22.126,2.9947,311.52,1236.7
193,932.13,930.54,980.46,1053.7,9.2308,-4.8864,21.747,3.3166,299.01,1239.8
194,942.13,927.21,1001.9,1057.1,10.738,-1.7243,21.202,3.4668,290.39,1241.8
195,953.53,927.22,1022.8,1060.6,12.023,1.8021,20.58,3.5243,284.93,1243.1
196,966.29,930.73,1043.2,1064.1,13.58,5.0924,20.329,3.5419,300.91,1239.3
197,980.9,937.11,1063.7,1067.6,15.728,7.5432,20.562,3.5152,331.14,1225.7
198,997.94,945.57,1084.4,1071.1,18.436,9.2451,21.019,3.4323,352.92,1225.5
199,1017.9,955.35,1105.7,1074.5,21.463,10.197,21.577,3.2963,349.42,1223.3
200,1040.9,965.75,1127.6,1077.7,24.584,10.49,22.181,3.119,326.29,1228.3
201,1066.9,976.21,1150,1080.6,27.263,10.443,22.574,2.6594,294.75,1231
202,1095.2,986.74,1172.7,1082.9,29.389,10.649,22.715,1.8173,280.83,1225.9
203,1125.5,997.4,1195.4,1084.2,31.073,10.718,22.756,0.74195,282.99,1234.5
204,1157.3,1008.2,1218.2,1084.3,32.382,10.919,22.744,-0.48263,278.04,1239.7
205,1190.1,1019.2,1240.9,1083.2,33.271,11.048,22.691,-1.8027,250.35,1200
206,1223.7,1030.3,1263.5,1080.8,33.78,11.221,22.542,-2.9239,244.81,1205.9
207,1257.7,1041.5,1285.8,1076.9,35.156,10.123,20.863,-8.4259,420.46,1101.5
208,1294,1048.7,1303.2,1059.9,35.267,2.9376,13.828,-24.092,146.85,-95.356
209,1323.2,1045.1,1312.8,1031.5,22.661,-9.3253,4.9123,-31.3,-1237.2,-296.4
210,1339.5,1031.9,1312.6,999.47,10.158,-16.009,-5.2716,-31.829,-1235.2,295.82
211,1344.1,1012.8,1307,971.21,-0.73861,-24.245,-1.1557,-23.287,-1161.1,204.09
212,1339.2,982.24,1310.5,950.39,-7.457,-37.712,8.0876,-21.023,-465.24,-433.89
213,1331.2,940.02,1322.2,928.16,-6.5177,-42.238,14.613,-22.856,510.64,1168.6
214,1327.5,901.08,1338.8,905.62,-0.96449,-35.775,18.24,-21.909,458.35,1190.1
215,1329.1,868.27,1358.2,884.76,4.0004,-29.906,20.443,-19.647,417.63,1205
216,1335.3,841.06,1379.3,866.62,8.1456,-24.652,21.654,-16.341,370.22,1220.4
217,1345,818.75,1401.1,852.63,11.177,-20.091,22.052,-12.055,318.71,1234.8
218,1357.4,800.65,1423.5,841.96,13.624,-16.218,22.696,-9.4667,322.07,1234
219,1372,786.11,1446.5,833.42,15.51,-12.946,23.22,-7.7066,326.24,1232.9
220,1388.3,774.55,1469.9,826.39,17.029,-10.264,23.593,-6.4099,346.52,1225.6
221,1406.2,765.49,1493.7,820.47,18.879,-7.8621,23.99,-5.5166,368.93,1214.4
222,1426.3,758.9,1517.9,815.25,21.537,-5.3098,24.458,-4.9705,404.61,1202.9
223,1449.5,754.89,1542.6,810.46,24.924,-2.6877,24.925,-4.6321,440.99,1189.4
224,1476.4,753.52,1567.8,805.94,28.945,-0.058648,25.376,-4.4201,491.42,1176.8
225,1507.6,754.76,1593.3,801.59,33.55,2.5059,25.804,-4.2875,516.66,1141.6
226,1543.4,758.45,1619.2,797.3,38.077,4.8388,25.898,-4.3447,604.61,1107.3
227,1583.5,764.1,1645,792.82,42.052,6.3235,25.623,-4.6569,739.6,1031.9
228,1627.3,770.47,1670.3,787.7,45.459,4.2537,23.601,-8.0456,1061.6,642.95
229,1673.6,767.27,1688.8,771.72,44.821,-10.416,13.237,-22.6,-1271.3,3.4587
230,1710,754.42,1696.9,745.04,28.483,-15.002,3.2786,-29.626,-1255.9,183.45
231,1731.2,737.71,1695.8,714.4,14.305,-18.202,-5.3261,-30.83,-1169.8,453.85
232,1739.4,717.77,1691.6,686.43,2.0972,-22.998,1.5826,-23.937,-1160,403.66
233,1736.1,690.16,1698.6,664.77,-7.782,-33.199,11.805,-21.102,-921,-245.65
234,1726.9,654.14,1713.8,642.58,-7.9471,-35.342,17.878,-22.807,615.21,1117.1
235,1722.4,620.22,1733.5,620.14,-1.0103,-32.607,21.269,-21.689,523.49,1162.9
236,1724.5,588.84,1755.8,599.67,4.7321,-30.109,23.115,-19.146,443.22,1195.8
237,1731.4,560.06,1779.3,581.92,8.9275,-27.44,23.88,-16.393,383.19,1216.4
238,1742,533.98,1803.4,566.39,12.029,-24.707,24.259,-14.894,360.46,1223.3
239,1755.1,510.66,1827.8,551.83,14.182,-21.918,24.338,-14.333,349.62,1226.4
240,1770.2,490.11,1852,537.56,15.797,-19.206,24.192,-14.266,384.25,1210
241,1786.9,472.26,1876.2,523.25,17.868,-16.459,24.144,-14.354,443.05,1194.1
242,1806.2,457.22,1900.4,508.86,20.923,-13.589,24.29,-14.405,501.26,1172.7
243,1828.8,445.18,1923.9,494.24,23.836,-10.325,20.118,-15.529,483.67,1177.1
244,1854.8,436.33,1940.2,477.26,28.548,-7.5654,13.263,-18.339,665.46,1082.1
245,1886.3,429.74,1951.4,457.84,34.467,-5.8254,9.3931,-20.352,843.67,900.02
246,1924.2,424.17,1959.4,436.89,40.46,-6.0279,6.8009,-21.4,963.21,599.87
247,1963.8,415.72,1965.2,415.27,35.456,-10.582,4.7638,-21.746,-1115.5,595.98
248,1993.1,404.11,1969.1,393.52,23.298,-12.786,3.0873,-21.708,-1138.5,553.38
249,2010.6,389.84,1971.4,371.92,11.755,-15.893,1.6315,-21.456,-1141.3,503.97
250,2016.6,372,1972.4,350.65,0.3071,-19.932,0.3015,-21.079,-1185.7,432.03
